lf_1,lf_2,lf_3,lf_4,lf_5,goal_status
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
252,58,95,434,317,moving to Station4
358,349,489,175,106,moving to Station4
104,401,17,434,53,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
317,349,489,175,504,moving to Station4
252,58,95,434,317,moving to Station4
366,299,384,472,504,moving to Station4
317,349,489,175,504,moving to Station4
358,58,138,175,106,moving to Station4
358,349,489,175,106,moving to Station4
121,481,208,130,110,moving to Station4
104,401,17,434,53,moving to Station4
121,481,208,130,110,moving to Station4
358,58,95,175,106,moving to Station4
121,481,208,130,110,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
366,98,384,312,279,moving to Station4
78,98,264,434,279,moving to Station4
366,98,384,312,279,moving to Station4
358,349,489,175,106,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
252,58,95,434,317,moving to Station4
252,58,95,434,317,moving to Station4
366,98,264,434,279,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
358,58,138,175,106,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
317,349,489,175,504,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
366,349,489,472,504,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
317,349,489,175,504,moving to Station4
366,299,384,130,504,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
366,98,264,434,279,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
104,401,17,434,53,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
121,299,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
366,98,264,312,279,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
104,401,17,434,53,moving to Station4
78,98,264,434,279,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
317,349,489,175,504,moving to Station4
366,98,384,434,279,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
121,481,208,130,110,moving to Station4
252,58,95,434,317,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,175,106,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
261,401,17,196,196,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
358,58,138,175,106,moving to Station4
252,58,95,434,317,moving to Station4
358,349,489,175,106,moving to Station4
358,58,138,175,106,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,196,196,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
121,299,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
366,98,264,434,279,moving to Station4
358,349,138,334,106,moving to Station4
317,196,318,236,172,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
358,58,138,175,106,moving to Station4
121,481,208,130,110,moving to Station4
104,401,17,434,53,moving to Station4
252,58,95,434,317,moving to Station4
78,98,264,434,279,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
252,58,95,434,317,moving to Station4
104,401,17,434,53,moving to Station4
358,349,489,175,106,moving to Station4
312,196,318,196,172,moving to Station4
366,299,384,472,504,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
252,58,95,434,317,moving to Station4
366,299,489,472,504,moving to Station4
366,299,384,472,504,moving to Station4
366,299,384,472,504,moving to Station4
312,196,318,196,172,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
252,58,95,175,317,moving to Station4
121,481,208,130,110,moving to Station4
317,349,489,175,504,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
252,58,95,434,317,moving to Station4
366,98,264,434,279,moving to Station4
252,58,95,434,53,moving to Station4
358,349,489,175,106,moving to Station4
317,196,318,236,172,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,172,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
104,401,17,434,53,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
104,401,17,434,53,moving to Station4
366,299,384,472,504,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
366,299,384,472,504,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
104,481,17,130,53,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
358,58,95,175,106,moving to Station4
121,481,208,130,110,moving to Station4
104,401,17,434,53,moving to Station4
358,349,489,175,106,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
366,299,384,130,504,moving to Station4
366,299,384,472,504,moving to Station4
366,98,264,434,279,moving to Station4
366,98,384,312,279,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,175,106,moving to Station4
358,349,489,175,106,moving to Station4
312,360,318,279,172,moving to Station4
358,349,138,334,106,moving to Station4
317,349,489,175,504,moving to Station4
358,349,489,175,106,moving to Station4
358,58,138,175,106,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,53,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
366,98,264,434,279,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
121,481,208,130,110,moving to Station4
358,58,138,175,106,moving to Station4
121,481,208,130,110,moving to Station4
317,349,489,175,504,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,175,317,moving to Station4
121,58,95,130,110,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
252,58,95,434,317,moving to Station4
358,349,489,175,106,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,53,moving to Station4
366,299,384,472,504,moving to Station4
366,299,384,472,504,moving to Station4
317,349,489,175,504,moving to Station4
104,401,17,434,53,moving to Station4
366,98,264,434,279,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
366,98,264,434,279,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
366,299,384,472,504,moving to Station4
104,401,17,434,53,moving to Station4
121,299,208,130,110,moving to Station4
104,401,17,434,53,moving to Station4
358,58,138,175,106,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
252,58,95,434,317,moving to Station4
261,401,17,196,196,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
104,401,17,434,53,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
78,98,264,434,279,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
78,98,264,312,279,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,130,504,moving to Station4
358,349,138,175,106,moving to Station4
317,349,489,175,504,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
317,349,489,175,504,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
366,98,384,312,279,moving to Station4
121,481,208,130,110,moving to Station4
252,58,95,434,317,moving to Station4
317,349,489,175,504,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
104,401,17,434,53,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
317,349,489,472,504,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
366,98,384,312,279,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,175,106,moving to Station4
366,299,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,434,279,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
252,58,95,434,317,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
366,98,264,312,279,moving to Station4
317,349,489,175,504,moving to Station4
366,98,384,434,279,moving to Station4
252,58,95,434,317,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
366,299,384,472,504,moving to Station4
366,299,384,472,504,moving to Station4
358,58,138,175,106,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
366,98,264,434,279,moving to Station4
252,58,95,434,317,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
317,349,489,175,504,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
104,401,17,434,53,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
78,98,264,434,279,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
317,349,489,175,504,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
252,58,95,434,317,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
366,299,384,472,504,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
78,98,264,405,279,moving to Station4
366,98,264,434,279,moving to Station4
358,349,138,334,106,moving to Station4
358,58,138,175,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
317,349,489,175,504,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
366,299,384,130,504,moving to Station4
317,349,489,472,504,moving to Station4
366,299,384,472,504,moving to Station4
104,401,17,434,53,moving to Station4
252,58,95,434,317,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
317,349,489,175,504,moving to Station4
317,349,489,175,504,moving to Station4
358,196,318,236,172,moving to Station4
104,401,17,130,53,moving to Station4
366,299,384,472,504,moving to Station4
78,98,95,434,279,moving to Station4
358,349,489,175,106,moving to Station4
317,349,489,175,504,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
252,58,95,434,317,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
358,58,138,175,106,moving to Station4
358,349,138,334,106,moving to Station4
104,481,17,130,53,moving to Station4
358,349,489,175,106,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
104,401,17,434,53,moving to Station4
252,58,95,434,53,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
317,349,489,175,504,moving to Station4
358,58,138,175,106,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
104,401,17,434,53,moving to Station4
358,349,489,175,106,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
317,349,489,175,504,moving to Station4
366,299,384,472,504,moving to Station4
196,360,264,279,279,moving to Station4
104,401,17,434,53,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
104,401,17,434,53,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
78,98,95,312,279,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
366,299,384,472,504,moving to Station4
104,401,17,130,53,moving to Station4
358,349,489,175,106,moving to Station4
366,98,384,312,279,moving to Station4
366,299,384,130,110,moving to Station4
358,58,138,175,106,moving to Station4
312,360,318,279,172,moving to Station4
366,98,264,434,279,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
366,98,264,434,279,moving to Station4
358,349,489,175,106,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
366,98,264,434,279,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
358,58,138,175,106,moving to Station4
317,349,489,175,504,moving to Station4
252,58,95,434,317,moving to Station4
366,299,384,472,504,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
317,196,318,236,172,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
312,196,318,196,172,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
317,349,489,175,504,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,130,110,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
317,349,489,175,504,moving to Station4
358,58,138,175,106,moving to Station4
121,299,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
104,401,17,434,53,moving to Station4
358,58,95,175,106,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
104,401,17,434,53,moving to Station4
104,401,17,434,53,moving to Station4
252,58,95,434,317,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
104,401,17,434,53,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
366,98,264,434,279,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
252,58,95,434,317,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
366,299,384,472,504,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
317,349,489,175,504,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
104,401,17,130,53,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
104,401,17,434,53,moving to Station4
104,401,17,434,53,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
78,98,264,312,279,moving to Station4
358,349,138,175,106,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,130,53,moving to Station4
252,58,95,434,317,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
78,98,264,312,279,moving to Station4
358,349,138,334,106,moving to Station4
358,58,138,175,106,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
252,58,95,434,317,moving to Station4
252,58,95,434,317,moving to Station4
252,58,95,434,317,moving to Station4
252,58,95,434,317,moving to Station4
312,196,318,196,172,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
104,401,17,434,53,moving to Station4
317,349,489,175,504,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
252,58,95,434,317,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
366,98,384,434,279,moving to Station4
121,481,208,130,110,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
366,98,264,434,279,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
358,349,489,175,106,moving to Station4
121,299,208,130,110,moving to Station4
261,401,264,196,196,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
121,299,208,130,110,moving to Station4
366,98,264,434,279,moving to Station4
121,481,208,130,110,moving to Station4
366,98,264,434,279,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
366,98,384,312,279,moving to Station4
78,98,264,434,279,moving to Station4
358,349,138,175,106,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
104,401,17,130,53,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
121,58,95,130,110,moving to Station4
358,349,489,175,106,moving to Station4
252,58,95,434,317,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
366,299,384,472,504,moving to Station4
317,349,489,175,504,moving to Station4
312,196,318,196,172,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
252,58,95,434,317,moving to Station4
366,98,264,434,279,moving to Station4
121,481,208,130,110,moving to Station4
358,349,138,334,106,moving to Station4
317,349,489,175,504,moving to Station4
121,299,208,130,110,moving to Station4
366,98,264,434,279,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,58,138,175,106,moving to Station4
252,58,95,434,317,moving to Station4
366,299,384,472,504,moving to Station4
312,196,318,196,172,moving to Station4
366,299,384,472,504,moving to Station4
317,349,489,175,504,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,53,moving to Station4
366,98,264,434,279,moving to Station4
358,349,489,175,106,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
358,349,489,175,106,moving to Station4
358,349,138,334,106,moving to Station4
366,98,384,434,279,moving to Station4
358,349,489,175,106,moving to Station4
121,481,208,130,110,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
121,481,208,130,110,moving to Station4
104,481,17,130,53,moving to Station4
121,481,208,130,110,moving to Station4
252,58,95,434,317,moving to Station4
317,349,489,175,504,moving to Station4
252,58,95,434,317,moving to Station4
121,481,208,130,110,moving to Station4
104,401,17,434,53,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,130,504,moving to Station4
366,299,384,472,504,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
366,299,384,472,504,moving to Station4
252,58,95,175,317,moving to Station4
358,58,138,175,106,moving to Station4
121,481,208,130,110,moving to Station4
317,349,489,175,504,moving to Station4
358,349,138,334,106,moving to Station4
252,58,95,434,317,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
104,401,17,434,53,moving to Station4
366,299,384,472,504,moving to Station4
121,481,208,130,110,moving to Station4
366,299,384,472,504,moving to Station4
252,58,95,434,110,moving to Station4
358,349,138,334,106,moving to Station4
358,349,138,334,106,moving to Station4
358,58,138,175,106,moving to Station4
121,481,208,130,110,moving to Station4
104,401,17,434,53,moving to Station4
